cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_0_4.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_0_7.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_0_4.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_3_0.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_2_3.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_0_5.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_2_3.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_3_2.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_2_3.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_1_0.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_2_3.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_2_7.py,0.6667
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_2_3.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_4_9.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_2_3.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_3_6.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_2_3.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_0_1.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_2_3.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_0_12.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_2_3.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_4_6.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_2_3.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_3_9.py,0.6667
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_2_3.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_3_8.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_2_3.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_4_4.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_2_3.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_4_0.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_2_3.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_4_1.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_2_3.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_1_8.py,0.6667
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_2_3.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_0_9.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_2_3.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_4_5.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_2_3.py,comparison_results.csv,0.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_2_3.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_2_0.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_2_3.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_1_7.py,0.9286
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_2_3.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_0_15.py,0.6667
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_2_3.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_0_6.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_2_3.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_3_1.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_2_3.py,run_results.csv,0.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_2_3.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_2_4.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_2_3.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_4_10.py,0.6667
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_2_3.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_3_5.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_2_3.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_0_11.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_2_3.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_0_2.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_2_3.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_2_5.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_2_3.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_3_4.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_2_3.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_0_10.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_2_3.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_0_3.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_2_3.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_2_1.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_2_3.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_0_14.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_2_3.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_0_7.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_2_3.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_3_0.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_0_5.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_3_2.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_0_5.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_1_0.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_0_5.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_2_7.py,0.6667
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_0_5.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_4_9.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_0_5.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_3_6.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_0_5.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_0_1.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_0_5.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_0_12.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_0_5.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_4_6.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_0_5.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_3_9.py,0.6667
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_0_5.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_3_8.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_0_5.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_4_4.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_0_5.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_4_0.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_0_5.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_4_1.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_0_5.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_1_8.py,0.6667
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_0_5.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_0_9.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_0_5.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_4_5.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_0_5.py,comparison_results.csv,0.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_0_5.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_2_0.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_0_5.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_1_7.py,0.9286
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_0_5.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_0_15.py,0.6667
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_0_5.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_0_6.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_0_5.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_3_1.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_0_5.py,run_results.csv,0.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_0_5.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_2_4.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_0_5.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_4_10.py,0.6667
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_0_5.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_3_5.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_0_5.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_0_11.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_0_5.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_0_2.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_0_5.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_2_5.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_0_5.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_3_4.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_0_5.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_0_10.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_0_5.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_0_3.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_0_5.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_2_1.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_0_5.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_0_14.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_0_5.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_0_7.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_0_5.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_3_0.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_3_2.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_1_0.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_3_2.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_2_7.py,0.6667
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_3_2.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_4_9.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_3_2.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_3_6.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_3_2.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_0_1.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_3_2.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_0_12.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_3_2.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_4_6.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_3_2.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_3_9.py,0.6667
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_3_2.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_3_8.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_3_2.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_4_4.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_3_2.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_4_0.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_3_2.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_4_1.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_3_2.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_1_8.py,0.6667
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_3_2.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_0_9.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_3_2.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_4_5.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_3_2.py,comparison_results.csv,0.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_3_2.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_2_0.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_3_2.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_1_7.py,0.9286
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_3_2.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_0_15.py,0.6667
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_3_2.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_0_6.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_3_2.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_3_1.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_3_2.py,run_results.csv,0.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_3_2.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_2_4.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_3_2.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_4_10.py,0.6667
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_3_2.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_3_5.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_3_2.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_0_11.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_3_2.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_0_2.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_3_2.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_2_5.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_3_2.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_3_4.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_3_2.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_0_10.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_3_2.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_0_3.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_3_2.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_2_1.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_3_2.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_0_14.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_3_2.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_0_7.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_3_2.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_3_0.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_1_0.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_2_7.py,0.6667
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_1_0.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_4_9.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_1_0.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_3_6.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_1_0.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_0_1.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_1_0.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_0_12.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_1_0.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_4_6.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_1_0.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_3_9.py,0.6667
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_1_0.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_3_8.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_1_0.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_4_4.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_1_0.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_4_0.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_1_0.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_4_1.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_1_0.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_1_8.py,0.6667
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_1_0.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_0_9.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_1_0.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_4_5.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_1_0.py,comparison_results.csv,0.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_1_0.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_2_0.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_1_0.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_1_7.py,0.9286
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_1_0.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_0_15.py,0.6667
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_1_0.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_0_6.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_1_0.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_3_1.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_1_0.py,run_results.csv,0.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_1_0.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_2_4.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_1_0.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_4_10.py,0.6667
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_1_0.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_3_5.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_1_0.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_0_11.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_1_0.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_0_2.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_1_0.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_2_5.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_1_0.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_3_4.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_1_0.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_0_10.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_1_0.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_0_3.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_1_0.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_2_1.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_1_0.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_0_14.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_1_0.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_0_7.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_1_0.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_3_0.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_2_7.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_4_9.py,0.6667
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_2_7.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_3_6.py,0.6667
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_2_7.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_0_1.py,0.6667
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_2_7.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_0_12.py,0.6667
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_2_7.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_4_6.py,0.6667
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_2_7.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_3_9.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_2_7.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_3_8.py,0.6667
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_2_7.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_4_4.py,0.6667
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_2_7.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_4_0.py,0.6667
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_2_7.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_4_1.py,0.6667
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_2_7.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_1_8.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_2_7.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_0_9.py,0.6667
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_2_7.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_4_5.py,0.6667
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_2_7.py,comparison_results.csv,0.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_2_7.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_2_0.py,0.6667
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_2_7.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_1_7.py,0.7317
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_2_7.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_0_15.py,1.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_2_7.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_0_6.py,0.6667
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_2_7.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_3_1.py,0.6667
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_2_7.py,run_results.csv,0.0
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_2_7.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_2_4.py,0.6667
cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_2_7.py,cwe-79_codeql-eg-Jinja2WithoutEscaping_unique_solution_1_4_10.py,1.0
